id,true_0,score_0,score_1,score_2,score_3,score_4,score_5,score_6
33,5.0,9.055517e-05,0.0002829524,0.0070480537,0.001923095,0.00032395698,0.9690234,0.021308007
34,5.0,0.000750545,0.001939531,0.022393849,0.023361845,0.0018175746,0.9049016,0.044834994
35,5.0,0.0114718005,0.02838238,0.069833465,0.0032694256,0.085691325,0.79159695,0.009754765
36,5.0,0.0004887916,0.0019798072,0.02361261,0.0051319515,0.0041280575,0.96196944,0.0026894233
37,5.0,0.044218294,0.0262766,0.12083703,0.05226982,0.0708326,0.6832497,0.0023160176
38,5.0,0.00022662299,0.0010687188,0.032972295,0.0006572065,0.055645086,0.90781516,0.0016149265
39,5.0,0.00017261654,0.0003998223,0.009534073,0.001513527,0.00033802446,0.9869408,0.0011011915
40,5.0,0.0002297222,0.000556842,0.011702355,0.0006186042,0.0040431977,0.9808859,0.0019634375
41,2.0,0.1821241,0.110006265,0.18512382,0.26118645,0.11313671,0.14712551,0.0012971943
42,1.0,0.036467366,0.11838488,0.09654621,0.033578917,0.05184604,0.647526,0.015650542
43,5.0,0.011313837,0.00841194,0.18914163,0.01208927,0.17330804,0.60372406,0.0020111261
44,5.0,0.0011835642,0.005978158,0.03589401,0.011957053,0.0046205213,0.9355879,0.004778779
45,5.0,0.0017369185,0.0074778856,0.0297063,0.013283848,0.0034424395,0.93661547,0.0077372123
46,5.0,0.00486585,0.029078608,0.06572927,0.006575795,0.040749002,0.84608555,0.0069160475
47,4.0,0.03690259,0.05166978,0.38832766,0.008669036,0.294973,0.21876161,0.00069636287
48,5.0,0.008388231,0.062891126,0.085745186,0.021100238,0.06529499,0.73039496,0.026185252
49,5.0,0.05478544,0.10925874,0.07851616,0.024938086,0.039286114,0.68596554,0.0072499355
50,5.0,1.7836595e-05,2.2253727e-05,0.0017192536,6.9890055e-05,0.0010144927,0.9869285,0.010227776
51,5.0,0.04136018,0.07550487,0.2390665,0.0060857735,0.14136565,0.49158695,0.005030061
52,5.0,0.09220004,0.17119929,0.11104241,0.03472956,0.04728708,0.53786796,0.005673724
53,1.0,0.049907096,0.10626132,0.07477197,0.02475138,0.039061677,0.6972934,0.0079532005
54,5.0,0.00036936178,0.0006667367,0.022967016,0.0075531076,0.0012178192,0.96548617,0.0017397926
55,5.0,0.000168446,0.001012005,0.030224338,0.00064977055,0.006989324,0.95791835,0.0030378327
56,5.0,0.00094786263,0.0028047373,0.14540213,0.0013319274,0.29961914,0.5192084,0.030685801
57,2.0,0.10965212,0.47645777,0.20854692,0.013649311,0.07537816,0.11465874,0.0016569685
58,5.0,0.016960114,0.022173218,0.107800856,0.01175306,0.1097979,0.7281256,0.003389232
59,5.0,0.055219285,0.051751133,0.081912324,0.013871347,0.0937153,0.6965247,0.007005934
60,5.0,0.02616029,0.047547035,0.05789842,0.0120735215,0.035426162,0.81647897,0.004415597
61,5.0,0.0009281052,0.005477364,0.031923342,0.00092522474,0.080076374,0.8698661,0.010803617
62,4.0,0.00035453425,0.0017499,0.015337632,0.0017954471,0.0062620216,0.970337,0.0041634645
63,5.0,0.060335696,0.10876856,0.081918016,0.028002359,0.040734585,0.67435986,0.005880847
64,5.0,0.0018556168,0.010514344,0.073957525,0.0007595983,0.17549172,0.7364158,0.0010054297
65,5.0,0.0010044334,0.0073618526,0.03163112,0.007234701,0.03001157,0.887187,0.03556934
66,1.0,0.14929709,0.21237504,0.17447242,0.02287733,0.052947853,0.3842013,0.0038289507
67,5.0,1.3894393e-07,6.0240115e-09,0.00013639324,4.6551044e-08,3.7627572e-06,0.9998596,5.4659726e-08
68,5.0,0.00793226,0.02480735,0.044828016,0.0024286872,0.015998479,0.8999519,0.004053276
69,5.0,0.003864482,0.02127881,0.14336298,0.0033748187,0.20071317,0.6150971,0.01230865
70,5.0,0.00056753925,0.0068425117,0.032224286,0.00582912,0.00862742,0.93064284,0.015266303
71,5.0,0.0048757424,0.036398306,0.10868342,0.021973178,0.06896887,0.68772304,0.07137738
72,5.0,0.0024590828,0.020532321,0.023649026,0.0020636541,0.06432154,0.8278394,0.05913506
73,5.0,6.112779e-05,0.00032507643,0.0080099935,4.9129172e-05,0.031561986,0.953831,0.0061616558
74,5.0,0.0010400775,0.0033476278,0.027381325,0.008899704,0.004300695,0.9543975,0.00063305587
75,4.0,0.05992639,0.038050685,0.1066351,0.14714415,0.41716856,0.1981114,0.032963734
76,2.0,0.075618714,0.073458,0.22754069,0.04002044,0.094771005,0.48439783,0.0041933567
77,5.0,0.000121472774,0.0004627987,0.013448862,0.0068875276,0.00059776683,0.9779779,0.0005036061
78,2.0,3.193391e-05,5.370641e-05,0.006536447,0.00012885428,0.0014205808,0.98975104,0.0020774994
79,0.0,0.048006084,0.037834793,0.12250854,0.04286236,0.17489114,0.57146543,0.0024316234
80,5.0,8.329912e-05,0.00029362764,0.018921424,0.0005979068,0.006350319,0.9725198,0.0012335734
81,3.0,0.035181835,0.028769698,0.07123131,0.40678617,0.10106651,0.35190836,0.0050561395
82,5.0,0.0002143037,0.00046301656,0.016280768,0.0009387883,0.021763196,0.95250106,0.007838811
83,0.0,0.0017255545,0.00969058,0.023669135,0.00090533285,0.07604556,0.8767958,0.011167988
84,2.0,0.055085156,0.22292626,0.46084306,0.013842799,0.115257196,0.13172856,0.0003170457
85,5.0,0.00036867318,0.002907328,0.036490347,0.006682564,0.012790786,0.93357134,0.0071889255
86,5.0,0.012065474,0.013102021,0.07237608,0.017407551,0.0150925275,0.86964303,0.00031320465
87,5.0,0.0055737807,0.025313606,0.027627435,0.0035701427,0.07093999,0.8452386,0.021736389
88,5.0,0.00053080765,0.007492202,0.050013714,0.0020302655,0.08221071,0.8349443,0.022778017
89,5.0,0.0109102875,0.031118602,0.048661124,0.014946895,0.016048038,0.8744094,0.0039056432
90,5.0,0.000111173606,0.0005204143,0.04577851,0.0015019153,0.05785904,0.8858049,0.008424066
91,5.0,0.00940551,0.011395089,0.12569465,0.01070488,0.09225097,0.74919933,0.0013495538
92,5.0,5.504998e-05,0.00018679339,0.010928621,0.0025192425,0.0019426256,0.9822635,0.002104094
93,5.0,8.026273e-06,5.5862878e-05,0.010454223,0.00046395752,0.0020544783,0.98670316,0.0002602762
94,5.0,0.00043213478,0.0024245698,0.05753169,0.0024947347,0.046467055,0.8873844,0.0032654202
95,5.0,0.00041228498,0.0011950107,0.010212217,0.004404344,0.008713611,0.97015184,0.004910656
96,4.0,0.058813855,0.042883266,0.16846478,0.005503711,0.3649911,0.35547444,0.0038687617
97,5.0,1.023089e-05,9.282666e-05,0.010966138,0.00043594887,0.00047507512,0.9862011,0.0018185918
98,4.0,0.008944792,0.015941083,0.06326488,0.436169,0.20293184,0.21682,0.05592837
99,4.0,0.016290214,0.029643023,0.15073796,0.00934428,0.16335806,0.61900496,0.011621505
100,4.0,0.012066083,0.037361957,0.2707453,0.0005104893,0.30890495,0.37008637,0.00032486138
101,4.0,0.027255535,0.06816766,0.1592382,0.054913748,0.27305558,0.4073219,0.010047317
102,5.0,9.414281e-05,0.00048766693,0.0136180315,0.00016452043,0.016899085,0.9595414,0.009195231
103,2.0,0.03696897,0.03412662,0.13833754,0.02401812,0.03537209,0.72981244,0.0013642202
104,2.0,0.037496723,0.022627952,0.33098945,0.010438929,0.39704755,0.20049939,0.000900034
105,2.0,0.0027364471,0.03261403,0.087526485,0.023339199,0.04569823,0.75337005,0.05471561
106,5.0,0.009595243,0.02698069,0.097402535,0.01662615,0.12743959,0.71345925,0.008496452
107,1.0,0.19498475,0.26883215,0.23775876,0.026463985,0.078834645,0.1924636,0.0006620962
108,2.0,0.011509445,0.07759584,0.171704,0.031218348,0.14343283,0.5336749,0.030864619
109,4.0,0.00012200945,0.00024937064,0.008045205,2.3242956e-05,0.0365561,0.94711834,0.007885735
110,5.0,0.011229781,0.0506058,0.21265142,0.007320729,0.30026224,0.41389173,0.004038315
111,4.0,0.011376978,0.022786368,0.18526658,0.015365375,0.41782779,0.31167608,0.035700873
112,4.0,0.014324818,0.062010866,0.06495365,0.020880966,0.03334457,0.79199976,0.012485319
113,5.0,9.30428e-05,0.000638107,0.010425374,0.0030921253,0.0013268598,0.9534314,0.030993056
114,5.0,0.010120132,0.023510324,0.08020061,0.0041816314,0.08936061,0.7873559,0.005270759
115,2.0,0.24748169,0.12867892,0.36593214,0.021091392,0.13689439,0.099359855,0.0005615862
116,5.0,0.0008228768,0.0042431797,0.11776464,0.0020718614,0.23229715,0.63924915,0.0035511267
117,5.0,0.00016053182,0.00063457794,0.010081717,0.0024552164,0.002060282,0.96049565,0.024112057
118,5.0,0.006504238,0.019857047,0.039092068,0.015306339,0.010573895,0.9075757,0.0010906139
119,4.0,0.0009132451,0.00316722,0.12302078,0.0003464524,0.27403098,0.59793633,0.00058493327
120,4.0,0.042180784,0.04113633,0.18510087,0.25954255,0.25520355,0.19133155,0.025504384
121,4.0,0.0011332245,0.014153417,0.07268907,0.009763007,0.027137654,0.8082734,0.06685024
122,5.0,8.88376e-06,3.934755e-05,0.008616088,0.0003195492,0.0010117427,0.9793919,0.010612539
123,5.0,0.00015537265,0.0016642582,0.008624335,0.0014145958,0.0015743271,0.9744835,0.012083766
124,5.0,0.00014495841,0.00054114696,0.006455207,0.0009076134,0.0028695774,0.9515504,0.03753101
125,5.0,0.0018674479,0.0027405082,0.053360693,0.033358216,0.011141899,0.8938926,0.003638688
126,5.0,0.015865864,0.035587944,0.13263507,0.023644134,0.12774245,0.64743453,0.017089963
127,5.0,0.03528696,0.0152378315,0.087039836,0.04692352,0.027364928,0.78689384,0.0012531088
128,5.0,0.004074992,0.011897373,0.13338515,0.005086682,0.28547624,0.5340381,0.026041375
129,5.0,0.012908634,0.025095167,0.06428108,0.0024192932,0.070527926,0.8189041,0.0058638235
130,2.0,0.32577264,0.07365494,0.25415847,0.05046907,0.16164693,0.13207307,0.002224818
131,2.0,4.4780307e-05,0.00047976951,0.023906032,0.0013777071,0.0019801217,0.9703546,0.0018569264
132,5.0,2.6509753e-05,7.204868e-05,0.002077483,8.8929395e-05,0.0004566433,0.9859692,0.0113091245
133,2.0,0.008773763,0.012445925,0.24693172,0.0036980105,0.23258896,0.49129808,0.0042636464
134,1.0,0.18323945,0.3083579,0.2099701,0.018880958,0.07327517,0.20318839,0.0030880875
135,4.0,0.016234076,0.0209106,0.18582217,0.0025480215,0.284285,0.4892267,0.0009733518
136,2.0,0.21038088,0.045266293,0.25801742,0.0131363515,0.1765722,0.29655662,7.022276e-05
137,4.0,0.088940926,0.20161375,0.20130685,0.017242417,0.24055332,0.24597341,0.004369325
138,5.0,0.015680183,0.023511983,0.16105348,0.000865543,0.2506402,0.5473581,0.0008904958
139,5.0,0.00021630936,0.00059532264,0.027522998,0.0006768631,0.012051962,0.95773476,0.0012018305
140,5.0,0.00017573204,0.00048550978,0.07037417,0.00063280156,0.18036428,0.74674726,0.0012201886
141,5.0,0.00011589334,0.00019087,0.009130852,0.00058386143,0.004654747,0.9815828,0.0037409507
142,5.0,0.00013256072,0.00016262941,0.008299268,0.00013073899,0.010384468,0.9781026,0.0027877805
143,5.0,1.0084192e-09,3.1715557e-12,3.619158e-06,2.5697515e-12,1.14250035e-07,0.9999963,1.4087612e-11
144,5.0,0.0068888823,0.036854148,0.08408487,0.012070864,0.0726091,0.7611486,0.026343489
145,5.0,2.5909458e-05,0.00011351894,0.032424867,0.00023969475,0.037444748,0.9289992,0.00075212517
146,2.0,0.001812953,0.020592738,0.045289923,0.0071164104,0.011919753,0.7553579,0.15791027
147,4.0,0.002446377,0.0068829665,0.05644936,0.025339976,0.031208297,0.875263,0.0024099888
148,5.0,0.008171565,0.0039890464,0.046277653,0.01948419,0.021207944,0.8928563,0.008013315
149,4.0,0.003101975,0.011758802,0.16431303,0.0011650602,0.43747616,0.36154053,0.020644464
150,4.0,0.016804788,0.014660599,0.0869451,0.07581866,0.3265547,0.44651082,0.03270535
151,5.0,0.0016210203,0.0074985423,0.06018449,0.011387103,0.031411204,0.8867267,0.0011709469
152,3.0,0.15735112,0.14212199,0.21484947,0.2031675,0.17096381,0.10247967,0.009066454
153,5.0,0.014288728,0.08246764,0.10857198,0.05551634,0.074163884,0.6333092,0.031682298
154,2.0,0.00506011,0.029005038,0.05473002,0.018946957,0.033465363,0.8514432,0.007349305
155,5.0,0.008628157,0.023669692,0.15584819,0.013738429,0.08619616,0.7102021,0.0017172832
156,2.0,0.0067118243,0.015155348,0.04365918,0.014249071,0.03311985,0.881997,0.005107828
157,5.0,3.7810623e-05,0.00023041526,0.011802386,0.00023753113,0.0031771024,0.97801334,0.006501495
158,1.0,0.062345706,0.08635212,0.15878996,0.038356014,0.24698481,0.4045361,0.002635348
159,5.0,2.5194202e-05,0.00014439382,0.036800623,0.0074979155,0.003668795,0.9509236,0.0009394914
160,5.0,0.00046974237,0.0014642839,0.016168622,0.013648945,0.0023655782,0.96312624,0.0027565053
161,5.0,0.00016047813,0.00048627387,0.04283777,0.0008085119,0.19061752,0.74019265,0.024896713
162,5.0,0.0007484786,0.0048998613,0.023257265,0.005576538,0.0062394277,0.91986996,0.039408475
163,5.0,0.00017666369,0.00048640932,0.011639424,0.0073389816,0.00026685803,0.9789252,0.0011664698
164,4.0,0.0001878655,0.001162628,0.042462908,0.003814478,0.02315533,0.8879082,0.04130856
165,5.0,0.008908135,0.08133536,0.09939385,0.03329987,0.081485786,0.6276245,0.06795252
166,0.0,0.008565318,0.03255914,0.056597833,0.0040083164,0.07496405,0.80655247,0.016752813
167,4.0,0.035601355,0.02435834,0.20203626,0.0041431766,0.30074877,0.43211287,0.000999261
168,5.0,0.0006031767,0.002765656,0.015709596,0.0150624765,0.0034938252,0.9585589,0.0038063528
169,5.0,7.902339e-05,0.00040150128,0.022345679,0.0018764841,0.0009975751,0.97397906,0.0003206573
170,5.0,0.003165942,0.022626925,0.08945855,0.003999464,0.02086702,0.8374504,0.022431742
171,5.0,0.0019573602,0.012443437,0.040498797,0.003554963,0.12428488,0.7729652,0.044295415
172,5.0,0.0025896747,0.007419263,0.01851328,0.0017605118,0.007935123,0.9437236,0.018058456
173,5.0,0.00094838726,0.0013048126,0.016909879,0.00019457834,0.030524706,0.93756765,0.012550025
174,5.0,0.019160412,0.09228597,0.06034854,0.036830027,0.035150833,0.7465599,0.009664304
175,6.0,0.0010310449,0.0075734495,0.03975567,0.011965099,0.0040253596,0.9267572,0.008892101
176,4.0,0.00070428173,0.0012375664,0.11166915,0.0010120106,0.17650613,0.708014,0.0008568432
177,5.0,2.4365616e-05,0.00012264925,0.0072699436,5.0751372e-05,0.0018858525,0.98879063,0.001855722
178,5.0,3.851659e-05,0.00021724995,0.01903238,0.0002492855,0.0040786825,0.9761511,0.00023279882
179,5.0,7.8474804e-05,0.00023710271,0.07583798,0.019358894,0.050254777,0.84921616,0.005016629
180,5.0,0.0017787173,0.005419063,0.039793856,0.015080971,0.003605568,0.9323165,0.002005237
181,5.0,0.006285175,0.060518783,0.09452377,0.0026034126,0.05648259,0.7535036,0.026082678
182,5.0,0.00046580323,0.0020413776,0.024675762,0.00025958524,0.025955452,0.9409683,0.0056337053
183,5.0,0.0010774861,0.0074642794,0.042268306,0.000813714,0.06965127,0.87124246,0.0074823787
184,0.0,0.17017342,0.19729163,0.29058763,0.026266366,0.13718067,0.17655736,0.0019428676
185,5.0,0.00012269423,0.0003088503,0.019156365,0.0073563554,0.012944489,0.95498985,0.0051213433
186,4.0,0.018411906,0.016582338,0.12071598,0.0014989697,0.253399,0.5875842,0.0018075681
187,6.0,0.014829511,0.014722487,0.12287873,0.11531554,0.13221043,0.5908772,0.009166166
188,5.0,0.00224125,0.010785108,0.24128161,0.008983434,0.14786501,0.58163327,0.007210284
189,5.0,0.17284736,0.112050384,0.16387972,0.054334924,0.1540784,0.33610544,0.006703867
190,2.0,0.19303918,0.08411519,0.32510427,0.028077196,0.27228084,0.09606306,0.0013202186
191,2.0,0.03499476,0.111529514,0.2411423,0.015591519,0.11368398,0.47578737,0.0072705816
192,5.0,0.006632236,0.009750201,0.039991204,0.01011398,0.004174862,0.92813045,0.0012071455
193,5.0,0.0008751207,0.002527576,0.024349943,0.0035661245,0.021638583,0.93580097,0.011241725
194,5.0,0.00071389804,0.00463173,0.11114693,0.0012863107,0.25562048,0.61811256,0.00848808
195,5.0,0.0011453256,0.008350173,0.026971892,0.0014290613,0.06479859,0.86554,0.031764932
196,5.0,1.0471201e-05,2.7041133e-05,0.0024873132,1.6249029e-05,0.002419118,0.98955953,0.005480289
197,4.0,0.00020004863,0.00040723357,0.10197349,0.00015651413,0.33860502,0.55702406,0.0016336245
198,1.0,0.004238039,0.028082754,0.08584339,0.013534816,0.1613741,0.68673813,0.020188745
199,5.0,0.0005300954,0.0064586545,0.038993813,0.0022183266,0.073055536,0.8737893,0.004954162
200,5.0,0.010641936,0.0752491,0.12619133,0.015364117,0.089962356,0.64523464,0.03735654
201,5.0,0.0007625285,0.005853977,0.0366394,0.0071362336,0.023432013,0.91335297,0.0128229195
202,5.0,1.2099519e-05,6.984194e-05,0.0050348383,0.00027132747,4.0791507e-05,0.9937681,0.00080301793
203,5.0,0.0011943867,0.0015865589,0.086839594,0.0016552698,0.41147205,0.4910489,0.006203267
204,5.0,0.0006406385,0.0030619665,0.033375274,0.0008012528,0.07216834,0.86904985,0.020902682
205,2.0,0.072716855,0.15173215,0.3637797,0.027789244,0.2212761,0.16123152,0.001474416
206,5.0,0.021181447,0.017064495,0.08291335,0.03106017,0.102669165,0.7399554,0.0051559363
207,4.0,0.04537914,0.18668605,0.13884628,0.033614855,0.10328342,0.47925952,0.012930723
208,5.0,0.0008015941,0.0011505578,0.110268,0.00025396587,0.2233893,0.6606112,0.0035254
209,5.0,0.000541386,0.0023850913,0.016367178,0.007366467,0.0010763349,0.95696205,0.01530143
210,5.0,0.0009173965,0.0015944258,0.016565459,0.002260555,0.0069302204,0.9165025,0.05522931
211,5.0,0.0050699543,0.009587509,0.014340485,0.0048516653,0.0024509483,0.8832693,0.08043016
212,5.0,7.712261e-05,0.00012410365,0.018233145,0.0029249673,0.0009957986,0.9773967,0.00024808693
213,2.0,0.0018547323,0.016760308,0.03780452,0.001696587,0.052658886,0.85566545,0.033559542
214,5.0,0.006147514,0.015940277,0.039217364,0.0025430052,0.058368452,0.8670473,0.010736061
215,5.0,9.310599e-05,0.0015270766,0.0094175115,0.00068708684,0.0071627097,0.9678659,0.013246668
216,2.0,0.00077150407,0.0036856618,0.04313866,0.0011046149,0.09039518,0.8566765,0.0042278995
217,5.0,0.005618924,0.01914194,0.11636066,0.11358502,0.04817112,0.68189764,0.015224707
218,5.0,0.00039050818,0.0020889777,0.01090073,0.0024034698,0.0050425106,0.9698315,0.009342218
219,2.0,0.0019036921,0.0142979,0.056341182,0.0019483826,0.09402846,0.8064816,0.024998851
220,5.0,0.00022229522,0.00068995816,0.055218387,0.0065195067,0.017254619,0.9177886,0.0023066965
221,2.0,0.10572562,0.06418431,0.2687632,0.015564581,0.2569794,0.2882811,0.0005018492
222,5.0,3.9348146e-05,0.00010505094,0.008708095,0.002254979,0.00011127348,0.9886568,0.00012450112
223,5.0,0.010904205,0.037502293,0.07784464,0.019981183,0.056134935,0.77300864,0.02462404
224,5.0,0.0020033089,0.004355673,0.05738537,0.00012486268,0.080348276,0.8551646,0.00061791023
225,5.0,4.716604e-06,3.1313302e-05,0.0052334173,0.00011182413,0.00022627883,0.9934006,0.0009919761
226,5.0,0.00025261976,0.0010188434,0.01588911,0.0009497442,0.0184381,0.9593606,0.0040908987
227,5.0,0.0002766971,0.00043348633,0.019022424,1.7016147e-05,0.26048943,0.71895003,0.0008109075
228,0.0,0.21044122,0.15657824,0.37634733,0.03674116,0.15817818,0.061489318,0.00022454781
229,5.0,9.664859e-06,9.7222735e-05,0.010880925,0.00021702315,0.0005988642,0.9841569,0.0040393006
230,5.0,0.00017814276,0.0006133687,0.012665603,6.95425e-05,0.029728696,0.9540517,0.002693094
231,4.0,0.001777386,0.012060829,0.063906424,0.0010175018,0.1474117,0.7687723,0.0050538434
232,2.0,0.0025798413,0.0118221985,0.048341203,0.00811751,0.022740168,0.87007654,0.03632247
233,5.0,0.009001311,0.0189272,0.049271215,0.0025296868,0.075323835,0.8354765,0.009470227
234,5.0,0.00051830814,0.0028513693,0.037917104,0.0013315324,0.06634236,0.86765647,0.023382898
235,5.0,0.00027202797,0.00053664815,0.009681325,0.00049015,0.009023828,0.9661293,0.013866655
236,5.0,0.00014371843,0.0008650653,0.012857638,0.00088345364,0.0058706775,0.9744101,0.004969268
237,2.0,0.005658768,0.026784264,0.12099445,0.0031717832,0.2209219,0.61560553,0.0068632443
238,2.0,0.003067607,0.011676266,0.19681574,0.004741308,0.15988205,0.62058973,0.0032272285
239,5.0,4.6122183e-05,7.997437e-05,0.019212384,0.0027153923,0.0011265323,0.97636867,0.00045093228
240,1.0,0.047942214,0.1047846,0.0718965,0.024914593,0.037623953,0.7052219,0.0076162396
241,5.0,0.0001512116,0.00059541233,0.12378607,0.0014367045,0.17137006,0.69656813,0.006092436
242,2.0,0.0030520628,0.0037771673,0.09644999,0.0018174971,0.19470058,0.69643694,0.003765712
243,5.0,9.276938e-05,0.00061261555,0.014929559,0.0010788037,0.0050182664,0.96146303,0.016804984
244,5.0,0.000498742,0.0025726224,0.009002703,0.00216554,0.0017471672,0.9747993,0.009213956
245,4.0,0.017664222,0.03173017,0.21392214,0.011655024,0.36027557,0.36008257,0.004670322
246,5.0,0.0047011804,0.017025117,0.034239233,0.0027525707,0.02475707,0.8833548,0.03317007
247,5.0,9.33885e-06,3.451639e-05,0.01198544,0.0023892836,0.00053514534,0.9848646,0.00018166988
248,5.0,0.001291369,0.015327513,0.092922986,0.0071896524,0.05350579,0.7420176,0.08774503
249,5.0,0.00016669539,0.0005747939,0.02148453,0.0055618705,0.0027639198,0.96677786,0.0026702716
250,4.0,0.0013516219,0.004403779,0.021471351,0.00054033956,0.039007172,0.92877513,0.004450578
251,5.0,2.3836385e-05,0.000114273535,0.02293267,0.00031062117,0.00825224,0.96397257,0.004393778
252,1.0,0.39067632,0.17756428,0.1829829,0.0579381,0.06817864,0.122039706,0.0006201473
253,2.0,0.00045756315,0.0035260022,0.059203956,0.0054802718,0.0026326033,0.9262453,0.00245442
254,1.0,0.021509252,0.037851635,0.1109948,0.05101024,0.093120046,0.6850465,0.00046755665
255,5.0,0.012953031,0.02248977,0.05412685,0.0025071376,0.0681046,0.83340615,0.006412481
256,0.0,0.16611509,0.4141485,0.16531855,0.039236423,0.07526118,0.13597123,0.0039489656
257,5.0,0.0004526212,0.000109826586,0.013363991,0.00014223384,0.0028427348,0.9808208,0.0022678769
258,5.0,0.00069545856,0.006289533,0.024053352,0.0013224963,0.041484326,0.89170116,0.0344538
259,5.0,3.386774e-05,0.00021839824,0.008467674,0.00058491674,0.0027748353,0.97354114,0.014379109
260,5.0,0.0014342719,0.006080206,0.031083938,0.0091979,0.013090406,0.93497795,0.0041353856
261,5.0,0.03876273,0.04094912,0.13813877,0.072998956,0.26294655,0.43661323,0.009590612
262,5.0,0.006796509,0.015400321,0.04426075,0.0142916795,0.033077635,0.88124776,0.004925338
263,5.0,0.00016950912,0.00084670703,0.019248703,7.983764e-05,0.027590044,0.94526803,0.0067971167
264,2.0,0.020477675,0.19940966,0.18283707,0.04435137,0.040393025,0.4997336,0.012797583
265,5.0,0.00012779067,0.00033964764,0.013962694,0.0012760087,0.003799287,0.97767514,0.0028194806
266,5.0,0.0020623533,0.015892012,0.03160675,0.0022470877,0.07693126,0.8276735,0.043587048
267,4.0,0.028729208,0.0636012,0.21882299,0.018018598,0.1954356,0.46883428,0.006558125
268,1.0,0.1254173,0.1784879,0.27118966,0.017397303,0.08346863,0.32056782,0.003471338
269,5.0,0.0014235774,0.00968564,0.04662074,0.01969456,0.0050941994,0.91619897,0.0012822282
270,5.0,0.00020103472,0.0003951546,0.006577333,0.00043019475,0.0023287358,0.98878956,0.0012780258
271,5.0,0.11968364,0.045352284,0.2571986,0.011595681,0.24233207,0.32364416,0.00019357455
272,4.0,0.033178315,0.053387232,0.16505048,0.0010640937,0.2657384,0.48021117,0.0013703433
273,2.0,0.059270356,0.11328926,0.22633415,0.05377786,0.2307446,0.30925727,0.007326552
274,5.0,0.0061314823,0.016863605,0.047998838,0.0046564657,0.01883149,0.902398,0.0031201984
275,5.0,2.4867184e-05,0.00017575428,0.005148021,0.0010372149,0.00019271893,0.97391945,0.01950193
