id,true_0,score_0,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10
42,8.0,7.675996e-21,2.1205175e-21,8.2607846e-21,1.3967181e-23,1.4045605e-17,1.1118185e-19,9.367135e-19,9.31843e-16,1.0,5.6101864e-20,5.679279e-22
43,8.0,1.9774003e-20,1.553121e-21,6.1420064e-22,1.1203226e-23,1.404706e-16,4.947649e-20,4.762237e-17,4.3248867e-15,1.0,3.990725e-21,6.718709e-22
44,6.0,2.1996097e-16,1.5876195e-20,3.4550664e-22,1.3847887e-20,1.1826483e-13,2.9097011e-15,1.0,1.6741539e-16,5.622493e-13,6.1645586e-16,3.2378813e-15
45,6.0,1.5839485e-19,2.6670183e-22,8.7596024e-23,1.2391761e-23,1.2163087e-21,9.914965e-21,1.0,1.3115281e-18,1.7042919e-15,2.0995037e-19,1.9368853e-19
46,4.0,6.082163e-08,3.8987413e-09,2.3775888e-11,9.540256e-10,0.99999785,1.3583299e-06,1.0142381e-10,2.6446327e-07,1.3820123e-09,1.9772413e-09,3.1322966e-07
47,10.0,3.78735e-06,0.00046316726,5.4073564e-07,2.0416865e-08,0.0004054006,7.1909258e-06,5.099932e-08,6.49554e-07,2.6275494e-08,0.00069648237,0.99842274
48,10.0,6.4333537e-15,1.0623833e-18,5.379855e-18,8.0023016e-11,4.9258358e-11,1.4280637e-15,2.8749771e-09,4.715794e-10,1.9533701e-14,1.3525563e-11,1.0
49,9.0,1.4661568e-15,1.6043632e-11,5.8887405e-12,1.1826293e-14,8.2428875e-10,1.8305434e-10,3.9417905e-06,1.0409998e-12,3.794336e-11,0.99999607,3.3787587e-11
50,6.0,1.8882978e-18,4.5153897e-16,2.431409e-20,1.7646478e-15,1.09030095e-20,3.4405158e-17,1.0,9.011564e-16,5.332176e-15,1.32206524e-20,7.4295547e-16
51,7.0,5.8773485e-17,4.1911005e-17,1.1257213e-14,1.861723e-14,1.1520352e-09,2.8929794e-14,6.445141e-16,1.0,2.8948122e-10,1.1041391e-11,1.3462608e-11
52,6.0,1.2614503e-14,2.0000428e-15,1.0339014e-17,2.6705964e-11,1.2444568e-10,5.452863e-10,1.0,9.632755e-11,4.928561e-11,1.3365357e-15,3.9625997e-10
53,6.0,6.1612685e-12,1.2293133e-14,3.7635477e-17,2.8780284e-16,6.6475794e-15,2.847343e-12,1.0,2.9327391e-12,4.7485216e-10,1.2551055e-13,4.614097e-14
54,4.0,5.884407e-12,3.667219e-17,1.3256686e-16,4.922414e-16,1.0,4.4329945e-10,1.49983e-11,9.001868e-14,4.901996e-13,3.9563897e-11,2.7304325e-10
55,6.0,1.7417645e-11,2.7990604e-13,6.8149886e-14,5.915242e-14,1.5256002e-14,1.6188139e-09,0.9999974,3.926667e-12,2.6154278e-06,5.6032436e-12,6.285661e-12
56,3.0,4.8879023e-19,1.79703e-16,9.8152825e-20,1.0,4.4114405e-19,6.401923e-14,3.4994226e-11,7.550383e-16,2.1885022e-17,2.615035e-14,5.156976e-15
57,1.0,2.4946778e-06,0.99999714,3.030575e-07,3.587809e-10,9.5595094e-12,1.2326822e-07,1.6387929e-12,1.1662978e-11,7.107081e-14,2.0089916e-11,1.8139432e-09
58,0.0,1.0,5.6015214e-14,2.4030933e-11,2.9969845e-15,5.672701e-13,1.817323e-11,1.4301381e-11,7.55788e-11,5.850141e-12,5.5002763e-10,6.159377e-12
59,4.0,1.2373569e-10,1.0322359e-15,1.5820777e-11,8.0344013e-16,0.99999285,2.8896698e-06,4.277703e-06,8.737253e-14,1.8016764e-10,7.3610886e-09,5.504291e-09
60,7.0,7.798431e-19,5.698889e-25,1.3988751e-19,9.091332e-22,7.495693e-14,3.4495125e-20,1.9579557e-24,1.0,1.2983287e-15,5.503037e-21,1.5383217e-20
61,1.0,0.00041681566,0.99955755,1.977504e-07,4.8707284e-07,1.6964091e-06,9.529132e-09,9.823381e-11,6.602913e-10,1.3924805e-12,1.19170345e-05,1.12866965e-05
62,7.0,1.7543541e-20,1.4624204e-22,6.1020146e-18,1.6591037e-18,2.8097199e-15,1.0697497e-15,1.7580668e-26,1.0,3.9657274e-15,6.0305465e-21,8.8655e-22
63,7.0,5.0475543e-23,8.965798e-29,4.9099038e-24,2.5532187e-23,2.6115804e-18,3.564944e-23,9.1693255e-27,1.0,1.7912518e-18,4.7555735e-25,8.1311453e-25
64,10.0,2.6309895e-14,2.0040172e-12,1.4528139e-12,3.5321124e-15,1.8307534e-06,1.528936e-11,9.802041e-08,3.849809e-09,3.9247516e-09,1.1134992e-08,0.9999981
65,10.0,3.8884933e-12,1.3178837e-07,1.23071455e-08,1.3631357e-10,1.0365539e-07,3.2422147e-09,2.066889e-12,8.2590934e-10,5.454405e-12,2.9561218e-07,0.9999994
66,5.0,2.191776e-18,1.5317781e-16,4.0525884e-17,7.781233e-17,4.023115e-13,1.0,1.257025e-16,3.8317526e-16,2.47762e-16,9.816051e-16,7.141955e-18
67,6.0,1.1236656e-15,3.488847e-18,1.01952385e-17,1.6262018e-13,1.5026648e-11,1.7787781e-17,1.0,1.0513642e-12,6.646997e-11,3.3739512e-13,6.6209156e-12
68,6.0,3.378965e-11,1.2700437e-12,2.171318e-13,2.1864194e-14,3.7880848e-13,2.2515113e-11,1.0,2.7373754e-12,3.4765833e-11,2.47335e-10,2.0447576e-10
69,0.0,0.9584519,1.8278184e-08,0.041548092,1.4961922e-13,2.0380192e-10,2.6076943e-11,1.8333148e-11,6.383482e-13,8.456055e-11,4.8585632e-11,5.022011e-09
70,6.0,6.4182513e-12,1.0536575e-18,4.225309e-17,5.389993e-14,1.9008055e-13,8.389628e-09,1.0,2.513097e-16,4.1012652e-10,5.648821e-12,3.7732264e-15
71,1.0,0.0008127671,0.9206618,0.0778185,6.1900224e-08,1.2650932e-07,0.0007052908,3.6338337e-09,3.2034126e-08,3.283661e-08,4.325977e-07,9.989465e-07
72,7.0,2.1029203e-17,1.9152778e-18,1.1293111e-17,1.7250788e-15,8.7926866e-10,2.361639e-15,9.822944e-16,1.0,3.763947e-11,2.497473e-15,5.4768974e-11
73,1.0,1.7576025e-05,0.99997306,8.883495e-06,9.413143e-08,9.1600155e-14,4.1050586e-07,1.3142438e-08,9.524752e-09,4.2012147e-10,1.8235788e-08,3.1328165e-09
74,3.0,1.13071524e-10,3.7405567e-07,6.272242e-14,0.999967,3.0219742e-12,6.1978916e-10,3.045852e-05,1.2786263e-07,7.9629645e-12,1.893639e-06,1.2140428e-07
75,10.0,2.7964317e-14,1.7212008e-12,6.8174216e-12,1.0063238e-12,2.624297e-05,1.1923606e-06,1.2108088e-11,3.2336295e-08,6.5684076e-11,7.200095e-07,0.99997187
76,9.0,6.083582e-11,2.850132e-11,6.537631e-15,5.3524154e-14,8.7645236e-10,1.1298548e-08,3.5601384e-09,5.469344e-13,3.0690774e-13,1.0,7.2836254e-10
77,8.0,5.2917023e-18,5.764349e-18,1.8869226e-18,7.690596e-20,1.0984569e-15,1.3483583e-14,4.3307597e-17,1.0114916e-13,1.0,3.414627e-17,1.259274e-19
78,8.0,5.5388826e-21,1.21104985e-20,2.2110885e-20,1.3918787e-22,5.7641015e-20,4.9153366e-25,6.2583207e-15,2.4201697e-17,1.0,2.8262633e-23,3.6739449e-22
79,1.0,8.179357e-08,0.9999999,5.607492e-08,2.699251e-13,1.0330376e-10,2.7352668e-08,2.873181e-15,1.6583326e-13,4.3406188e-16,5.225837e-13,1.5448253e-09
80,6.0,1.0732297e-09,2.0914086e-10,1.3010079e-09,1.8969075e-11,2.3060078e-12,6.6295587e-09,0.9994874,1.0974403e-10,2.0041968e-09,0.0005126272,2.9234795e-09
81,8.0,1.2189904e-26,2.3221329e-25,2.539452e-25,2.2905896e-27,7.751742e-20,8.3579326e-22,1.1839338e-22,2.0899636e-18,1.0,1.491508e-23,3.6290695e-27
82,9.0,7.1341207e-16,1.3860124e-12,8.614025e-17,1.1434613e-15,1.6947335e-14,8.037161e-15,2.259425e-09,8.201059e-15,2.346954e-16,1.0,8.953818e-14
83,0.0,0.9999999,1.7218986e-09,1.1980904e-07,6.713538e-13,1.5956426e-13,3.7505027e-11,1.2410894e-12,1.6459899e-12,7.249435e-13,1.1406882e-11,1.926458e-12
84,0.0,0.99999905,4.838711e-10,4.313821e-10,9.422009e-12,4.4117954e-09,7.2945573e-07,8.745736e-12,8.1830445e-09,3.0444985e-10,2.5474287e-07,2.0476624e-11
85,10.0,1.5675231e-13,1.58248e-17,8.570387e-17,8.2588025e-10,1.2397098e-06,2.2419576e-10,7.654107e-08,1.0246332e-07,5.3744075e-12,1.066383e-11,0.99999857
86,7.0,4.6713696e-19,1.07413715e-23,2.757028e-21,4.3086248e-19,8.8488696e-16,1.5903298e-19,2.0651448e-23,1.0,9.328281e-16,3.7644036e-20,7.872185e-22
87,6.0,2.2731349e-14,4.4955903e-16,1.7705943e-16,1.6578851e-15,6.069366e-13,8.730902e-14,1.0,9.407742e-12,1.7611511e-11,5.5600353e-08,9.4538495e-11
88,6.0,3.125651e-19,1.4014046e-22,6.0165174e-25,2.4832792e-23,1.2649681e-14,9.691583e-18,1.0,3.3799052e-19,4.1225195e-10,1.7274658e-19,1.0481962e-20
89,3.0,1.1162994e-16,6.2084504e-17,3.926115e-20,1.0,2.396515e-23,1.844661e-18,2.6017146e-12,2.8176509e-16,3.155623e-21,2.3012165e-17,4.8625615e-16
90,0.0,0.99998105,5.1820003e-08,1.0602073e-07,3.0336955e-11,2.8626633e-07,1.6571033e-05,1.6543193e-07,2.9181026e-09,1.0367934e-08,1.8157548e-06,2.0947786e-09
91,8.0,2.4243197e-16,1.6842226e-17,3.133711e-18,1.9988195e-18,4.396567e-14,3.55804e-17,6.100354e-13,1.6565781e-13,1.0,2.1972867e-16,1.4569679e-16
92,6.0,1.8411257e-17,3.0650521e-21,2.0181757e-23,1.7855448e-22,8.5621695e-16,4.686765e-15,1.0,3.3838582e-16,5.2609683e-10,3.183898e-18,1.6691661e-17
93,8.0,3.688658e-24,4.451801e-23,4.9818617e-24,7.568388e-28,9.8774025e-21,6.5187215e-25,1.4400552e-22,3.8703843e-18,1.0,2.5558862e-25,6.041119e-27
94,10.0,1.324556e-17,2.9820916e-22,5.8236684e-19,2.8448594e-14,4.4475487e-12,1.714681e-14,5.042344e-10,1.6583691e-11,3.413328e-15,1.444561e-15,1.0
95,6.0,1.8287103e-15,2.970421e-14,3.6233456e-18,4.876802e-19,4.1668626e-20,3.3670197e-14,1.0,4.0274413e-15,3.5981743e-14,1.0872225e-14,1.1767574e-13
96,6.0,6.484243e-19,1.0651909e-19,2.8110194e-21,4.0326443e-19,2.5033463e-24,1.046391e-19,1.0,5.972084e-19,4.2558178e-17,5.3537196e-15,2.5312293e-19
97,3.0,3.3537579e-18,2.6403739e-15,5.566557e-17,1.0,6.143651e-13,8.0470434e-14,3.5550967e-09,1.9491497e-14,1.1184397e-15,3.5107121e-12,1.5468302e-13
98,6.0,3.1233316e-16,8.0712174e-19,6.496272e-20,1.3922639e-18,4.08482e-12,8.0266065e-11,1.0,1.1597775e-14,1.0895123e-10,1.1472118e-12,2.0894967e-15
99,4.0,6.1401774e-15,2.8303445e-21,1.1075405e-16,9.4462e-16,1.0,8.128614e-11,3.6582686e-14,3.0142127e-18,4.487606e-16,3.0910726e-13,8.2186956e-14
100,9.0,3.458941e-10,1.4450013e-06,9.014272e-06,2.395687e-10,1.5466936e-08,1.8225618e-08,4.0290106e-06,8.581293e-11,6.8982433e-09,0.99998546,5.733665e-09
101,6.0,1.1993977e-11,1.1113286e-07,3.337751e-07,6.145442e-09,2.2383764e-16,5.290687e-08,0.9999995,2.0320273e-14,1.9128104e-09,3.9684167e-09,4.0561235e-12
102,6.0,1.3796806e-18,2.8084035e-14,2.0557576e-14,4.4480622e-10,9.401236e-22,1.5177921e-20,1.0,5.19923e-14,5.316212e-15,4.6883634e-12,3.153759e-09
103,3.0,4.6606892e-11,5.639787e-08,3.9670637e-12,0.99999964,9.545199e-15,7.436691e-10,1.941992e-07,9.318548e-09,1.149617e-11,2.0319794e-08,1.1138599e-08
104,0.0,0.9981433,1.2256967e-06,0.0018550515,8.4256996e-14,6.2222205e-10,3.857341e-07,5.186907e-13,4.0306955e-12,4.1231123e-11,2.8549071e-11,1.4993535e-12
105,6.0,1.0678428e-13,5.797552e-13,1.3868962e-15,2.3324137e-17,4.2098819e-16,8.2107526e-10,1.0,6.75322e-14,4.149123e-08,1.1764663e-12,2.7987874e-15
106,6.0,1.3475526e-23,2.9634128e-23,3.0488815e-26,2.622058e-21,2.5622998e-25,6.558712e-23,1.0,2.8084165e-20,1.5059418e-18,3.0488845e-24,4.7100934e-18
107,5.0,1.3096429e-11,2.6459827e-13,7.371222e-11,1.2305245e-13,7.4247932e-09,1.0,6.166342e-10,4.748669e-13,2.8707579e-09,5.002464e-10,2.0810013e-11
108,3.0,3.681321e-16,1.21530195e-14,4.981668e-18,1.0,3.0236168e-21,4.4773104e-13,9.020201e-15,7.7172497e-13,9.326732e-20,6.2152784e-16,4.742203e-14
109,10.0,1.7989726e-22,7.240734e-27,7.7674315e-20,4.888739e-20,3.3389758e-14,7.9312565e-24,4.8525305e-11,1.2201323e-15,1.8370287e-17,1.3734567e-20,1.0
110,7.0,1.5994706e-16,1.7607654e-18,1.0694647e-14,2.7040996e-17,9.98956e-11,9.6001284e-14,1.1542228e-18,1.0,5.2892564e-12,1.5574239e-19,2.0077559e-15
111,10.0,9.282007e-13,1.7352741e-13,2.3949593e-09,8.625282e-14,0.000121003184,6.347312e-12,4.546634e-07,7.776297e-08,2.9257511e-05,1.0677983e-12,0.9998491
112,6.0,9.964199e-17,1.4026649e-17,4.867174e-19,1.6294196e-15,1.6378694e-12,6.8351574e-14,0.9999999,3.7660643e-15,6.607921e-08,4.1693016e-13,3.1497018e-16
113,10.0,1.5735561e-16,1.0097454e-20,6.672689e-20,2.9584273e-11,1.4815952e-16,2.2894319e-16,5.260417e-10,1.5404839e-11,1.2213851e-15,6.6313345e-18,1.0
114,10.0,8.843858e-12,1.1260535e-11,7.4102405e-11,2.2749518e-14,7.431767e-08,8.89661e-12,1.831862e-08,9.71205e-10,3.694213e-09,9.226829e-13,0.9999999
115,6.0,5.6681094e-15,1.328846e-12,1.7841282e-15,1.0570989e-12,3.2567347e-15,9.937996e-12,1.0,2.1211721e-14,9.518732e-11,2.0143269e-11,1.4004958e-15
116,10.0,9.907662e-12,1.946774e-09,7.09458e-13,1.0450297e-05,2.8163418e-08,9.1766104e-08,1.4617288e-08,9.831593e-08,3.3678275e-12,0.0012373071,0.998752
117,8.0,2.3854263e-21,8.790436e-22,7.917808e-23,4.0245834e-23,5.844932e-16,1.4644651e-20,7.984105e-17,2.236902e-15,1.0,5.965312e-22,2.1154586e-22
118,6.0,2.3647198e-17,2.377243e-20,2.5471024e-21,3.5183337e-16,1.7502925e-17,8.16198e-16,1.0,6.0723703e-15,1.4525797e-14,5.47933e-19,2.7264664e-14
119,5.0,2.5451135e-19,2.6049985e-14,3.2478017e-15,3.6271786e-09,9.2808925e-09,0.9999999,2.929762e-10,6.8940565e-12,8.327253e-11,8.628732e-08,1.0249658e-09
120,6.0,4.7574336e-21,2.6161005e-23,6.0970397e-24,1.3926919e-21,4.441035e-21,1.9351958e-17,1.0,2.0298838e-20,2.0234308e-14,1.1822701e-19,4.888366e-20
121,7.0,2.31567e-22,3.74356e-24,2.1127903e-21,1.6831537e-20,8.598669e-15,7.601002e-19,7.221625e-25,1.0,6.9956036e-15,5.7147524e-20,2.8159257e-20
122,8.0,7.981398e-16,8.0456843e-16,6.712372e-17,1.325809e-18,1.1429336e-15,2.8341654e-16,2.522511e-15,1.801265e-12,1.0,1.4556521e-15,8.737965e-18
123,7.0,1.5058161e-17,3.0357157e-22,2.4380243e-18,4.252375e-18,4.602077e-16,5.9441534e-18,2.8468142e-21,1.0,1.182183e-14,4.8195074e-19,2.4253138e-20
124,4.0,6.308109e-11,4.5221468e-10,4.3968345e-12,1.6406025e-13,0.9969099,0.0030826211,2.816369e-08,8.668275e-09,1.2057782e-07,7.229135e-06,1.0957544e-07
125,10.0,3.4115952e-15,8.143099e-16,1.3350798e-12,9.0287e-15,4.5946675e-07,5.4393285e-09,8.201834e-12,4.4553597e-11,1.5228621e-10,2.097581e-12,0.9999995
126,6.0,1.4900949e-19,2.1739005e-16,2.8207205e-20,7.196989e-16,2.5121225e-21,1.3541333e-15,1.0,1.2384054e-16,5.5227983e-16,2.9494854e-15,2.4147365e-18
127,8.0,4.7319856e-21,3.486844e-22,5.6083645e-21,5.462951e-25,8.2844294e-19,1.4997773e-20,2.3518863e-21,1.4719515e-15,1.0,1.0459515e-20,8.01294e-24
128,3.0,1.270032e-09,1.9255539e-10,3.4564107e-12,0.9999529,1.5449133e-11,4.489269e-05,2.4396897e-08,5.492242e-09,5.20989e-12,1.2933137e-09,2.128609e-06
129,6.0,6.0374243e-15,2.112879e-21,6.33763e-21,4.790359e-21,8.1130084e-13,1.7291509e-11,1.0,5.1642566e-16,3.8551915e-11,2.0016436e-17,1.8283625e-14
130,6.0,6.9110106e-17,1.4223522e-19,2.5197238e-21,4.6398306e-18,2.426789e-17,1.4497527e-19,1.0,1.7348524e-15,1.1455531e-14,3.0673475e-19,7.45104e-16
131,9.0,1.9452875e-06,1.1195883e-09,3.3667305e-12,1.7936412e-09,2.4990459e-09,8.0944153e-07,2.503183e-08,5.087007e-10,5.4465148e-11,0.99999714,1.843826e-10
132,2.0,0.00029371705,0.021369727,0.9783322,2.0222915e-11,4.1367998e-10,1.18244415e-07,9.903099e-09,5.004036e-11,4.7870017e-08,3.5879568e-06,6.068996e-07
133,6.0,4.9691895e-10,1.4372335e-08,1.4811644e-10,3.0788837e-11,2.5706611e-17,3.693475e-08,0.9999999,2.3482022e-13,5.780744e-10,7.1975805e-08,1.2777388e-12
134,7.0,1.1467013e-17,6.5609526e-19,1.1108519e-19,1.953449e-17,3.8605679e-16,2.4544318e-16,2.3194563e-20,1.0,6.8976414e-14,3.693344e-18,2.2764536e-18
135,10.0,9.987884e-22,2.0656253e-23,2.0248228e-23,1.3995217e-18,1.2190112e-15,8.674749e-21,7.2304107e-12,8.457843e-14,3.951576e-16,8.883833e-18,1.0
136,10.0,1.974268e-11,1.494757e-14,2.8965774e-17,6.0986363e-06,1.3220049e-14,1.6166757e-12,4.4755116e-06,3.7746108e-06,3.8934543e-13,5.49586e-16,0.9999856
137,5.0,2.517854e-14,7.263899e-13,2.3404544e-12,1.1465221e-13,1.9863087e-06,0.999998,5.4487763e-14,3.7324196e-11,1.7069962e-10,1.9095102e-11,1.1324063e-09
138,7.0,1.3459458e-21,6.3982524e-24,2.2110549e-20,1.4854793e-21,7.205525e-18,3.685322e-18,7.3682105e-27,1.0,2.6982393e-15,7.880135e-25,1.2630618e-24
139,0.0,0.9715907,4.4749886e-06,0.02828261,1.6347959e-10,2.5914515e-08,0.000101841244,2.905722e-08,1.7742938e-10,1.4802028e-07,2.000628e-05,1.4810699e-07
140,0.0,0.95493996,1.11004475e-07,5.257817e-06,6.736012e-08,6.175518e-05,0.044984605,1.3256926e-06,1.1911659e-10,5.4681744e-09,6.517725e-06,4.3427738e-07
141,10.0,3.9544977e-14,1.2312919e-17,1.3823327e-15,1.3911988e-15,5.7976777e-08,1.3600019e-14,1.4523757e-09,3.835632e-10,2.3789512e-10,1.3843869e-13,1.0
142,10.0,4.0234618e-16,3.2295938e-21,2.3509967e-15,4.895013e-11,2.4964074e-14,2.4308017e-16,4.527147e-11,1.0504416e-13,4.5593534e-16,6.004995e-14,1.0
