id,true_0,score_0,score_1
81,0.0,0.9765543,0.023445679
82,1.0,0.0022988894,0.9977011
83,1.0,0.025129592,0.97487044
84,1.0,0.55917746,0.4408225
85,1.0,0.001031288,0.9989687
86,1.0,0.0007272325,0.99927276
87,0.0,0.9998149,0.00018510145
88,0.0,0.27895114,0.7210489
89,0.0,0.777173,0.22282702
90,1.0,2.6231835e-05,0.9999738
91,1.0,0.0028086517,0.99719137
92,1.0,0.004869363,0.99513066
93,0.0,0.9889203,0.01107969
94,0.0,0.8753355,0.12466449
95,0.0,0.9188488,0.08115119
96,1.0,0.0044806316,0.9955194
97,1.0,0.0008999492,0.9991001
98,1.0,0.0026152036,0.99738485
99,0.0,0.90634584,0.093654186
100,1.0,0.00040393896,0.99959606
101,1.0,0.41912204,0.5808779
102,0.0,0.949998,0.05000197
103,1.0,0.0057888324,0.99421114
104,1.0,0.00028518657,0.9997148
105,1.0,0.00419236,0.99580765
106,1.0,0.0019633474,0.9980367
107,0.0,0.5480414,0.45195863
108,1.0,0.020585319,0.97941464
109,1.0,0.0017153395,0.99828464
110,1.0,0.0013005008,0.9986994
111,1.0,0.0046907235,0.9953093
112,1.0,0.0005399254,0.99946004
113,0.0,0.89398825,0.106011815
114,1.0,0.0010848927,0.9989151
115,1.0,0.0025812208,0.99741876
116,0.0,0.96892333,0.031076688
117,1.0,0.0003987601,0.9996013
118,1.0,0.026708974,0.9732911
119,1.0,0.0004108889,0.99958915
120,1.0,0.00022753618,0.9997725
121,0.0,0.996478,0.0035220408
122,1.0,0.0010165055,0.99898344
123,1.0,0.015699023,0.98430103
124,1.0,0.008294571,0.9917054
125,0.0,0.99905115,0.00094888615
126,1.0,0.0034685393,0.99653155
127,0.0,0.5030392,0.4969608
128,1.0,0.0040949658,0.99590504
129,1.0,0.0009703207,0.99902964
130,1.0,0.0051478236,0.9948521
131,1.0,0.04041799,0.959582
132,1.0,0.0061418605,0.99385816
133,1.0,0.010401151,0.9895989
134,1.0,0.0039408896,0.9960592
135,1.0,0.004255355,0.99574465
136,0.0,0.5024031,0.49759692
137,1.0,0.005810625,0.9941894
138,1.0,0.004589337,0.9954106
139,1.0,0.0010819682,0.99891806
140,1.0,0.004980488,0.99501956
141,1.0,0.0013252964,0.99867475
142,1.0,0.00950849,0.99049145
143,1.0,0.007856209,0.99214387
144,1.0,0.122441545,0.87755847
145,1.0,0.0020470466,0.99795294
146,0.0,0.9397653,0.06023469
147,1.0,6.109816e-05,0.99993885
148,0.0,0.99673575,0.0032642267
149,1.0,0.060206905,0.93979305
150,1.0,0.1548285,0.8451715
151,0.0,0.99301237,0.006987637
152,1.0,0.2779246,0.72207534
153,1.0,0.00031189245,0.99968815
154,1.0,0.12056768,0.8794324
155,0.0,0.9731774,0.026822679
156,1.0,0.0020866313,0.9979133
157,1.0,0.0018735843,0.99812645
158,1.0,0.001916624,0.99808335
159,1.0,0.0064271768,0.99357283
160,1.0,7.2756384e-06,0.9999927
161,1.0,0.0005554961,0.99944454
162,1.0,0.0009217604,0.9990783
163,1.0,0.09502796,0.9049721
164,1.0,0.0005932646,0.9994067
165,0.0,0.16865715,0.8313428
166,0.0,0.73574877,0.26425123
167,1.0,0.0026040347,0.997396
168,1.0,3.969056e-05,0.9999603
169,1.0,0.010764969,0.989235
170,1.0,0.0028648938,0.99713504
171,0.0,0.99669755,0.003302507
172,1.0,0.0015174788,0.9984825
173,1.0,0.0018711961,0.99812883
174,1.0,0.00030850916,0.9996915
175,1.0,0.018039776,0.9819602
176,1.0,8.9328554e-05,0.9999107
177,1.0,0.00069731794,0.9993026
178,0.0,0.8870614,0.11293859
179,1.0,0.0019619109,0.9980381
180,1.0,0.0023802177,0.9976198
181,0.0,0.33364996,0.66635
182,0.0,0.95273924,0.04726079
183,0.0,0.9971769,0.002823096
184,1.0,0.043455943,0.95654404
185,1.0,0.06282897,0.9371711
186,1.0,0.013936077,0.98606384
187,1.0,0.00055492925,0.999445
188,1.0,0.020429196,0.97957075
189,1.0,0.00017391189,0.99982613
190,1.0,0.00016003715,0.9998399
191,1.0,0.00025706697,0.9997429
192,1.0,0.00019078914,0.9998092
193,1.0,0.010274051,0.9897259
194,1.0,0.001548394,0.9984516
195,1.0,0.022138711,0.97786134
196,0.0,0.7892476,0.21075241
197,1.0,0.11747398,0.8825261
198,1.0,0.0045320895,0.9954679
199,0.0,0.98588634,0.014113719
200,1.0,0.1062026,0.89379746
201,1.0,0.008208244,0.9917917
202,1.0,0.0012343364,0.9987657
203,1.0,0.00011561025,0.99988437
204,1.0,0.024657095,0.97534287
205,1.0,0.0041218423,0.9958781
206,1.0,0.023461573,0.9765385
207,1.0,0.009957066,0.9900429
208,1.0,1.5917058e-05,0.999984
209,0.0,0.9620168,0.03798319
210,1.0,0.0012704747,0.9987295
211,1.0,0.0005911627,0.99940884
212,1.0,0.02664294,0.973357
213,0.0,0.9688538,0.031146226
214,1.0,0.0032092764,0.9967907
215,1.0,0.0012234452,0.9987765
216,1.0,0.0006873348,0.99931264
217,1.0,0.0052877604,0.99471223
218,1.0,0.00020021324,0.9997998
219,1.0,0.000439209,0.9995608
220,1.0,0.1788898,0.8211102
221,0.0,0.9923799,0.007620124
222,0.0,0.26173353,0.73826647
223,0.0,0.97174835,0.028251681
224,1.0,0.001002616,0.9989974
225,0.0,0.80539787,0.19460215
226,1.0,0.018043688,0.9819563
227,1.0,0.00041419192,0.9995858
228,0.0,0.823324,0.176676
229,1.0,0.011238413,0.9887616
230,0.0,0.23708375,0.7629163
231,0.0,0.97924256,0.020757483
232,1.0,0.005265021,0.994735
233,1.0,0.0113418875,0.98865813
234,1.0,0.07464629,0.9253537
235,1.0,0.0028603533,0.9971397
236,0.0,0.44250506,0.557495
237,1.0,0.0003983906,0.99960166
238,1.0,0.0026429268,0.9973571
239,1.0,0.0042514163,0.9957486
240,1.0,0.0042912755,0.9957087
241,0.0,0.9916735,0.008326476
242,1.0,3.2137305e-05,0.9999678
243,0.0,0.8018697,0.19813037
244,1.0,0.001240757,0.99875927
245,0.0,0.9483159,0.051684108
246,0.0,0.9798131,0.020186884
247,1.0,0.0007367819,0.9992632
248,1.0,0.0019161097,0.99808395
249,1.0,0.009221135,0.9907789
250,1.0,0.006396995,0.99360305
251,0.0,0.18318354,0.81681645
252,0.0,0.14489429,0.8551057
253,0.0,0.010371592,0.98962843
254,1.0,0.0003339317,0.9996661
255,1.0,0.0011446559,0.99885535
256,1.0,0.00999219,0.99000776
257,1.0,0.00011435223,0.9998857
258,0.0,0.9881997,0.011800274
259,1.0,0.004336928,0.9956631
260,0.0,0.9674488,0.03255125
261,1.0,0.00048150375,0.9995185
262,1.0,0.00094121194,0.9990588
263,0.0,0.896458,0.10354194
264,1.0,0.0017387675,0.9982613
265,0.0,0.47311696,0.526883
266,1.0,0.015542452,0.98445755
267,1.0,0.0014960533,0.9985039
268,1.0,0.19929194,0.800708
269,1.0,0.00088811456,0.99911183
270,1.0,0.0013284961,0.99867153
271,0.0,0.8087868,0.19121319
272,1.0,0.0085487785,0.9914512
273,1.0,0.00033003002,0.99967
274,1.0,0.007472524,0.9925275
275,1.0,0.0015766945,0.99842334
276,1.0,0.017662922,0.9823371
277,1.0,0.018794185,0.9812058
278,0.0,0.9919322,0.008067852
279,1.0,0.002437798,0.99756217
280,1.0,0.00014786172,0.99985206
281,1.0,0.022473037,0.977527
282,0.0,0.98148084,0.018519081
283,1.0,0.0044127963,0.9955872
284,0.0,0.9674832,0.032516733
285,1.0,0.0026465748,0.99735343
286,1.0,0.20012747,0.7998725
287,1.0,0.005858264,0.99414176
288,0.0,0.97540593,0.024594033
289,0.0,0.9890246,0.010975373
290,1.0,0.0016916597,0.9983083
291,1.0,0.09987942,0.90012056
292,1.0,0.0015486946,0.99845123
293,1.0,9.520097e-05,0.99990475
294,1.0,0.0025764226,0.99742365
295,1.0,0.0029655173,0.99703443
296,1.0,0.03403388,0.9659661
297,0.0,0.977945,0.022054972
298,1.0,0.0003409012,0.99965906
299,1.0,0.0006519497,0.999348
300,1.0,0.079131596,0.92086834
301,1.0,0.0015260266,0.99847394
302,0.0,0.9976399,0.0023600871
303,1.0,5.183394e-05,0.99994814
304,1.0,0.0027784742,0.9972216
305,1.0,0.0003780316,0.999622
306,1.0,0.00081798044,0.99918205
307,1.0,0.0009672356,0.99903274
308,0.0,0.40123135,0.59876865
309,1.0,0.0018481269,0.99815184
310,0.0,0.3938038,0.60619617
311,1.0,0.0018642109,0.9981358
312,1.0,0.009935448,0.99006456
313,1.0,0.00086752494,0.99913245
314,1.0,0.007504221,0.9924958
315,1.0,0.001292685,0.9987073
316,1.0,0.0019850421,0.9980149
317,1.0,0.00011554379,0.9998845
318,1.0,0.00066253066,0.9993375
319,1.0,0.0034887944,0.99651116
320,0.0,0.9255773,0.07442267
321,1.0,0.016262243,0.9837377
322,0.0,0.9094148,0.090585165
323,1.0,0.004116629,0.99588335
324,1.0,0.00015077429,0.9998492
325,1.0,0.06388741,0.9361126
326,0.0,0.98038876,0.019611256
327,1.0,0.0005213974,0.99947864
328,0.0,0.6680189,0.33198112
329,0.0,0.9846234,0.015376687
330,1.0,0.00091148267,0.9990885
331,0.0,0.9988643,0.0011356809
332,1.0,0.0002637448,0.99973625
333,1.0,5.4317898e-05,0.99994564
334,0.0,0.9983358,0.0016642839
335,0.0,0.43063134,0.56936866
336,1.0,0.0029959492,0.9970041
337,1.0,0.009516408,0.99048364
338,1.0,0.08537505,0.9146249
339,1.0,0.0003528469,0.99964714
340,1.0,0.00017509692,0.99982494
341,0.0,0.9908704,0.009129514
342,1.0,0.013306685,0.9866933
343,1.0,0.00014858166,0.99985135
344,0.0,0.9924763,0.00752374
345,1.0,0.034186803,0.96581316
346,1.0,0.0143901305,0.9856098
347,1.0,1.4401678e-05,0.9999856
348,1.0,0.0037529173,0.9962471
349,1.0,0.0030992017,0.9969008
350,1.0,0.0016549102,0.99834514
351,1.0,0.0030290443,0.9969709
352,1.0,0.0018319591,0.998168
353,1.0,6.640709e-05,0.9999336
354,0.0,0.87474966,0.12525028
355,1.0,0.0044147777,0.9955852
356,1.0,0.001391246,0.99860877
357,1.0,0.014229555,0.98577046
358,1.0,0.05677732,0.94322264
359,0.0,0.9878241,0.012175876
360,1.0,0.0036492778,0.99635077
361,0.0,0.93632996,0.06367005
362,1.0,0.0029423607,0.9970577
363,0.0,0.99116385,0.008836168
364,1.0,0.064525396,0.9354746
365,0.0,0.1051393,0.89486074
366,1.0,0.15644778,0.84355223
367,1.0,0.0029122848,0.9970878
368,1.0,0.0013144867,0.99868554
369,0.0,0.9749669,0.025033096
370,1.0,0.00015240037,0.99984753
371,0.0,0.95040166,0.049598336
372,0.0,0.9026532,0.09734681
373,1.0,0.00043961176,0.9995604
374,1.0,0.00015289075,0.99984705
375,1.0,0.001457809,0.9985422
376,1.0,0.00048220463,0.9995178
377,0.0,0.86567223,0.13432775
378,1.0,0.007947992,0.99205196
379,1.0,0.028552389,0.9714475
380,1.0,0.035215113,0.9647849
381,1.0,0.0008399832,0.99916005
382,1.0,0.00031577115,0.9996842
383,1.0,0.01234968,0.98765033
384,1.0,0.015297236,0.98470277
385,1.0,0.0032258327,0.99677414
386,1.0,0.06354332,0.93645674
387,1.0,0.012455253,0.9875448
388,1.0,0.00049069745,0.99950933
389,1.0,0.0037042582,0.99629575
390,1.0,0.00026025143,0.9997397
391,1.0,0.0010565168,0.9989435
392,1.0,0.00020032226,0.99979967
393,0.0,0.91470635,0.08529363
394,1.0,0.061951924,0.938048
395,1.0,0.037410714,0.9625893
396,1.0,0.0039815386,0.99601847
397,1.0,0.004373632,0.99562633
398,1.0,0.05859123,0.94140875
399,1.0,0.07828728,0.92171276
400,0.0,0.99778396,0.0022160606
401,0.0,0.007886505,0.9921135
402,1.0,0.0010954712,0.99890447
403,0.0,0.05937803,0.940622
404,1.0,0.0005628751,0.99943715
405,1.0,0.0012019415,0.998798
406,0.0,0.90322226,0.09677777
407,1.0,0.03496254,0.9650374
408,1.0,0.047587547,0.9524125
409,0.0,0.99434847,0.005651593
410,1.0,0.019162932,0.98083705
411,1.0,0.0008168306,0.9991831
412,1.0,0.00023199765,0.99976796
413,1.0,0.00013630511,0.9998636
414,0.0,0.9869241,0.013075859
415,0.0,0.67748183,0.32251817
416,1.0,0.0034857888,0.99651426
417,0.0,0.8924296,0.10757043
418,1.0,0.0015083948,0.99849164
419,1.0,0.004670127,0.99532986
420,1.0,0.0022396457,0.9977603
421,1.0,0.024029788,0.97597015
422,0.0,0.14542902,0.854571
423,0.0,0.50267243,0.49732754
424,1.0,0.0044122534,0.9955877
425,0.0,0.97858036,0.021419607
426,0.0,0.017010167,0.9829898
427,1.0,0.00011373899,0.9998863
428,1.0,0.00016467007,0.99983525
429,1.0,0.0034112888,0.9965887
430,0.0,0.83434325,0.16565676
431,1.0,0.0041347085,0.99586535
432,1.0,0.0009769502,0.9990231
433,1.0,0.0009419449,0.99905807
434,0.0,0.8755559,0.12444418
435,0.0,0.8697355,0.1302645
436,0.0,0.10936297,0.890637
437,1.0,0.0010130792,0.9989869
438,1.0,0.031274077,0.96872586
439,1.0,0.0012442647,0.9987557
440,1.0,0.0018053511,0.99819463
441,1.0,0.008459735,0.99154025
442,1.0,8.2238825e-05,0.99991775
443,1.0,0.0012231289,0.99877685
444,1.0,0.00035874124,0.9996413
445,1.0,0.085618965,0.91438097
446,1.0,0.013902352,0.9860976
447,1.0,0.00014820474,0.9998518
448,1.0,0.015605682,0.9843944
449,0.0,0.716175,0.28382504
450,0.0,0.2562283,0.7437717
451,1.0,0.0010744173,0.9989255
452,0.0,0.9212477,0.07875233
453,1.0,0.0007683622,0.9992317
454,1.0,0.0026515936,0.9973484
455,0.0,0.49608704,0.5039129
456,1.0,0.10822746,0.8917725
457,1.0,0.00054504536,0.9994549
458,0.0,0.848135,0.15186505
459,1.0,0.006707865,0.9932921
460,1.0,0.0015229805,0.99847704
461,1.0,0.00082227786,0.99917775
462,0.0,0.9989784,0.0010216297
463,1.0,0.008202758,0.9917972
464,0.0,0.003983712,0.9960163
465,1.0,7.553901e-06,0.9999925
466,1.0,0.0015300404,0.9984699
467,1.0,0.00012487273,0.99987507
468,1.0,0.07684039,0.9231596
469,1.0,0.011896791,0.9881032
470,1.0,0.013964185,0.9860358
471,0.0,0.9870545,0.012945527
472,0.0,0.5478243,0.4521757
473,0.0,0.9978677,0.00213223
474,1.0,0.13071568,0.8692843
475,0.0,0.95808333,0.041916676
476,0.0,0.1022326,0.89776736
477,1.0,0.07737963,0.92262036
478,1.0,0.12695196,0.87304807
479,0.0,0.99638075,0.0036192597
480,1.0,0.00026411217,0.9997359
481,1.0,0.28336787,0.7166321
482,1.0,0.00051309995,0.9994869
483,1.0,0.0067503327,0.99324965
484,1.0,0.044192024,0.95580804
485,0.0,0.9985569,0.0014430644
486,0.0,0.70841926,0.29158077
487,0.0,0.96373236,0.03626764
488,1.0,0.017121397,0.98287857
489,1.0,4.6316974e-05,0.9999536
490,1.0,0.0011337311,0.9988663
491,1.0,0.000319555,0.9996805
492,1.0,0.00014005479,0.9998599
493,1.0,0.03410869,0.96589136
494,1.0,0.004147898,0.9958521
495,1.0,0.010544726,0.9894553
496,0.0,0.2995825,0.70041746
497,1.0,0.0024621543,0.99753785
498,1.0,0.08951694,0.91048306
499,1.0,0.0003530629,0.9996469
500,1.0,0.0027420279,0.99725795
501,1.0,0.054969627,0.94503033
502,1.0,0.070640035,0.9293599
503,0.0,0.97509164,0.024908366
504,0.0,0.38186577,0.6181342
505,1.0,0.057581052,0.942419
506,1.0,0.00040922133,0.9995908
507,1.0,0.00018896585,0.9998111
508,1.0,0.321606,0.678394
509,1.0,0.02072437,0.9792756
510,1.0,0.002273109,0.99772686
511,0.0,0.9980744,0.0019255559
512,0.0,0.72726506,0.272735
513,1.0,0.00045144293,0.9995485
514,1.0,0.00011294257,0.999887
515,0.0,0.74029857,0.25970143
516,1.0,0.021510527,0.9784895
517,1.0,6.453448e-06,0.99999356
518,0.0,0.9443392,0.055660784
519,0.0,0.9722653,0.027734688
520,0.0,0.9219446,0.078055434
521,1.0,0.010133884,0.9898662
522,0.0,0.996033,0.003967015
523,1.0,0.00017026514,0.99982965
524,0.0,0.4322736,0.5677264
525,1.0,0.0088684,0.9911316
526,1.0,0.00042250985,0.99957746
527,0.0,0.8960292,0.10397084
528,1.0,4.175249e-05,0.9999583
529,1.0,0.034732763,0.9652673
530,1.0,0.44677126,0.55322874
531,0.0,0.9376788,0.062321138
532,1.0,0.0055509964,0.994449
533,1.0,0.0020109764,0.99798906
534,1.0,0.065194294,0.9348057
535,0.0,0.936253,0.06374702
536,1.0,0.004704667,0.99529535
537,1.0,0.00083700137,0.99916303
538,0.0,0.9476517,0.05234833
539,1.0,0.00061577663,0.99938416
540,1.0,0.00027283348,0.9997272
541,1.0,0.0009635254,0.99903655
542,1.0,0.006557365,0.99344265
543,1.0,0.00034946174,0.9996505
544,0.0,0.042134646,0.9578653
545,1.0,8.703589e-05,0.999913
