id,true_0,score_0,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10
68,6.0,1.8185665e-11,3.428783e-08,1.918702e-11,3.879289e-06,3.5159835e-12,5.774173e-10,0.99998975,5.9980152e-06,2.4505775e-07,1.2837774e-07,2.0016425e-13
69,1.0,4.0771563e-05,0.98305273,0.016899668,1.3549508e-08,5.292664e-06,1.9897152e-07,1.8342513e-09,4.193427e-08,9.279334e-08,3.2863602e-07,8.756376e-07
70,9.0,5.02409e-19,2.777967e-18,2.3337924e-14,3.180008e-14,2.0826782e-10,1.4268998e-13,2.5534715e-12,1.0146981e-15,2.7768983e-17,1.0,2.0944744e-13
71,6.0,9.924387e-21,2.0267192e-20,1.3543778e-20,1.298278e-13,7.507207e-26,1.3666123e-17,1.0,7.879566e-17,7.80448e-17,6.8765832e-18,3.4743091e-15
72,6.0,1.1454821e-16,7.738063e-20,6.3614517e-25,2.3222962e-14,2.9212827e-20,9.251529e-22,1.0,1.567148e-14,6.8373096e-14,2.488572e-22,1.1981053e-13
73,5.0,7.512824e-18,1.4477482e-13,6.419065e-14,1.915269e-12,5.1476255e-13,1.0,1.27605226e-14,2.6646786e-15,2.8711588e-12,1.936787e-10,5.7750045e-17
74,2.0,3.4001894e-07,0.021336136,0.9786633,2.6578703e-10,1.13783635e-07,1.6883419e-08,5.3230354e-11,1.5546905e-09,1.5905554e-08,4.1690537e-08,2.3400728e-08
75,8.0,1.122414e-14,1.043235e-12,6.363286e-11,1.4676695e-07,2.251204e-15,7.655125e-17,3.1492517e-10,4.731444e-06,0.9999951,9.122995e-17,8.4346974e-11
76,9.0,4.1965046e-11,3.0848411e-13,1.7909429e-12,2.5273692e-12,9.338625e-12,4.793109e-10,1.0804618e-08,1.2690711e-11,1.4048065e-14,1.0,6.874933e-10
77,4.0,2.8773967e-10,5.475704e-13,1.375886e-08,9.425064e-15,0.9999949,1.3732565e-06,7.994689e-12,2.5128193e-13,3.5159278e-12,1.15023454e-07,3.6593497e-06
78,7.0,5.638491e-16,3.1780613e-12,6.872076e-15,1.8155326e-08,4.373502e-11,3.2513455e-14,4.70727e-10,0.9999951,4.8339743e-06,1.342041e-16,2.2939114e-11
79,1.0,1.6064025e-06,0.99876034,0.0012364285,8.41679e-07,6.0242034e-11,2.5771618e-08,2.4886108e-07,1.7052365e-08,4.064857e-09,6.540989e-07,1.0203371e-08
80,5.0,2.9581264e-08,6.59176e-07,7.753373e-11,3.5114216e-08,2.6477735e-06,0.99999595,6.6461304e-08,1.5537514e-10,3.2151535e-11,6.9975795e-07,4.8063693e-08
81,9.0,1.0503113e-14,1.8757954e-11,2.2574993e-14,8.153809e-10,0.000107168926,1.669591e-07,1.4180997e-08,8.550144e-09,3.2686196e-13,0.99989176,8.774426e-07
82,4.0,1.5867601e-15,7.005483e-11,3.3830771e-15,3.147141e-13,0.9999976,2.3312873e-06,1.965689e-13,7.505546e-14,7.6309204e-16,1.4172303e-12,3.8454226e-11
83,4.0,2.834172e-11,5.0991293e-08,7.574843e-09,9.731704e-10,0.9999845,1.5368229e-05,1.108988e-09,3.8670345e-10,1.886936e-11,4.168205e-09,1.6076407e-07
84,5.0,5.2152918e-09,1.957186e-09,5.522002e-14,1.637268e-10,1.1607274e-09,0.99999976,1.9865394e-10,8.9889936e-11,6.396857e-10,2.909929e-07,7.709407e-09
85,5.0,1.5956996e-09,3.840485e-05,3.8658436e-07,8.1014994e-05,0.0016196658,0.99825364,8.437991e-09,6.44772e-08,3.640073e-06,1.1468709e-06,2.0584837e-06
86,9.0,4.181496e-07,3.6528536e-07,9.900536e-06,5.1739573e-07,8.132027e-05,0.00029518345,2.1687936e-07,3.984412e-08,8.4975746e-08,0.9996119,8.072918e-08
87,10.0,1.8578601e-09,8.619831e-11,6.432995e-11,3.6980353e-11,3.1036434e-05,1.07333015e-07,2.1148592e-08,1.45379175e-08,1.6938212e-10,7.924234e-13,0.9999689
88,8.0,1.5184709e-09,6.956779e-09,8.393109e-09,2.5404878e-09,4.822652e-10,6.487875e-15,9.004561e-09,0.0010437011,0.9989563,3.497524e-11,1.413732e-10
89,9.0,1.6711231e-16,1.4670722e-18,8.131226e-13,1.9684854e-09,2.975118e-20,1.0110299e-18,6.7552595e-09,1.1368764e-15,1.9533448e-17,1.0,4.0791883e-17
90,3.0,5.5425193e-09,9.913534e-12,1.5470366e-13,0.9999999,2.1157366e-11,1.1704486e-14,8.820023e-08,5.6083476e-08,2.1903521e-13,5.1639443e-11,4.7320836e-10
91,2.0,7.645884e-07,0.011829766,0.987721,1.1706103e-07,0.000109055196,0.00033550608,6.510504e-09,5.6044495e-08,1.0589247e-07,6.3147034e-08,3.5623814e-06
92,10.0,2.8581805e-13,2.4201077e-11,9.2215485e-10,5.9493954e-10,1.8005677e-08,1.0169804e-08,1.6100099e-11,1.3652892e-09,6.08011e-12,4.5495142e-11,1.0
93,1.0,5.4411564e-10,0.9993711,0.0006280953,3.2292697e-09,5.304825e-09,7.9873763e-07,2.5138173e-12,8.5751385e-11,6.9472726e-11,2.3492126e-08,2.597378e-11
94,2.0,1.2423e-08,0.15122096,0.84877,2.5164892e-08,4.7575406e-07,5.429084e-08,4.1703214e-09,2.4592113e-09,9.732674e-10,8.412797e-06,1.19520106e-11
95,6.0,1.1613477e-15,9.250952e-16,7.30616e-18,2.3213836e-13,3.776642e-12,4.806227e-13,0.9999993,1.4578051e-10,1.37851675e-11,1.6394798e-10,6.715495e-07
96,4.0,1.375702e-11,6.0533745e-10,1.109124e-12,7.998021e-13,1.0,1.1284715e-09,1.6614902e-12,7.3757966e-10,5.3449736e-12,4.477836e-11,1.2561697e-08
97,9.0,1.2167616e-16,4.709698e-14,2.8929597e-12,3.91399e-11,1.1984584e-07,2.9260747e-11,5.4635265e-09,1.0877809e-13,8.4220317e-16,0.9999999,6.783547e-17
98,3.0,1.5022998e-16,4.660008e-14,3.0835657e-16,1.0,1.5806294e-18,1.05981975e-13,1.0803123e-10,3.6126325e-12,3.234599e-14,1.6859066e-17,1.6804812e-13
99,3.0,1.2466739e-10,1.9182387e-08,5.730784e-05,0.99977356,5.2417504e-10,4.50831e-12,2.2583662e-09,1.4656297e-05,0.0001318404,3.4799257e-09,2.2601937e-05
100,3.0,1.5577851e-13,3.3456443e-14,7.569717e-13,1.0,4.9774777e-15,6.602676e-13,1.813011e-09,1.0568398e-10,4.886831e-15,6.7516777e-13,6.50629e-13
101,9.0,3.0700052e-12,1.012018e-07,1.2609788e-11,3.1848735e-09,8.235526e-09,1.4545699e-06,3.931436e-09,7.6828014e-12,2.855916e-12,0.99999845,3.2069607e-11
102,1.0,3.3634462e-06,0.99394387,0.006032634,2.9386872e-08,6.1899534e-08,1.9472642e-05,5.2166255e-10,4.153834e-09,5.087543e-08,4.8906566e-07,9.761446e-08
103,0.0,1.0,2.0151046e-17,6.74191e-17,1.0615661e-16,2.5118053e-22,3.405672e-20,5.0928747e-14,3.5432015e-21,8.837049e-19,1.1158902e-17,2.0014376e-17
104,5.0,6.003194e-11,8.115518e-12,4.4182553e-14,1.0321346e-12,0.00012440405,0.999874,1.9903577e-11,8.870178e-12,3.2617575e-11,5.2123015e-12,1.5689293e-06
105,0.0,1.0,2.2908682e-13,2.8186453e-12,5.431959e-13,1.8231399e-13,7.746534e-14,1.7904887e-12,1.8158977e-16,8.399958e-16,4.2858e-11,2.5658456e-10
106,6.0,5.4899226e-17,8.878712e-19,5.991731e-19,2.8846798e-15,6.0816665e-15,4.6171317e-15,1.0,1.3805517e-11,1.805934e-11,1.283982e-14,1.330992e-12
107,3.0,4.0143263e-15,4.4083546e-11,1.0853826e-14,1.0,2.291326e-14,3.1536158e-12,8.945391e-09,2.7126678e-11,5.2024064e-13,4.936009e-16,4.055905e-10
108,2.0,1.4383851e-09,0.19176093,0.8082385,1.0374676e-09,9.500297e-09,4.113821e-08,6.875608e-12,3.148581e-11,8.943678e-11,5.683549e-07,1.9671014e-12
109,0.0,1.0,1.5436087e-17,1.0029727e-14,1.5479207e-15,2.5581265e-20,3.8899487e-20,1.7151585e-14,9.7613645e-20,4.928403e-18,3.918812e-13,6.5656378e-18
110,7.0,8.171251e-19,1.7370643e-15,1.1982874e-14,1.434328e-12,1.1545792e-11,1.38059745e-17,3.0034086e-09,1.0,4.4128704e-08,4.012134e-13,1.4014006e-09
111,2.0,5.8852016e-05,0.49636298,0.5034173,0.00014743858,2.743118e-07,2.4040995e-07,1.3640317e-07,1.6515974e-06,7.53476e-06,2.3613937e-07,3.271832e-06
112,6.0,3.25497e-23,1.9023423e-29,1.3745674e-28,1.3899487e-20,2.6148721e-24,1.1113642e-20,1.0,2.5546216e-23,5.2464824e-16,3.5112783e-25,2.9000797e-17
113,10.0,1.6031716e-12,9.694741e-14,7.9818896e-14,2.811562e-08,2.1028837e-13,2.3046989e-13,4.447507e-07,6.6899554e-12,2.763018e-13,9.6092544e-20,0.9999995
114,7.0,1.10446395e-13,3.038425e-11,1.3089932e-11,7.1590747e-09,3.111654e-11,1.288809e-12,5.371859e-09,0.9999901,9.878587e-06,1.4914381e-13,4.6293573e-09
115,6.0,2.7615849e-14,2.2527858e-16,2.9358914e-15,8.416077e-12,1.22624364e-17,1.1011367e-17,1.0,5.675204e-12,8.347986e-12,1.3147938e-11,1.3983933e-10
116,9.0,1.9356345e-11,6.5286866e-11,1.5042518e-06,4.73006e-08,5.262619e-05,1.4265229e-06,2.5782698e-12,2.8199703e-11,1.3137137e-11,0.9999335,1.0952609e-05
117,9.0,1.8678727e-10,3.6480602e-10,1.4664508e-07,7.556633e-09,6.6463935e-13,6.0811355e-14,1.5496171e-10,1.6718006e-14,1.0972637e-14,0.9999999,8.300042e-11
118,10.0,9.943132e-13,2.4840768e-11,5.672812e-09,8.1968604e-10,1.6465108e-06,1.4534038e-06,4.3999084e-06,2.1728373e-11,3.8326595e-09,3.981848e-05,0.9999527
119,0.0,0.9999999,5.966924e-08,1.6162802e-11,1.1982697e-13,1.4090933e-12,1.7226006e-14,3.2410104e-13,1.3702802e-12,9.97007e-14,2.3939032e-14,1.2884339e-11
120,3.0,9.789484e-12,1.9967908e-12,1.3683404e-15,1.0,8.438747e-18,2.3603839e-14,4.8291016e-09,2.8623241e-11,1.0220219e-13,5.134316e-18,5.0651594e-10
121,6.0,2.3222485e-17,2.5680347e-17,1.0586938e-18,2.7536518e-15,9.932655e-19,1.2104128e-12,1.0,7.613206e-15,4.1498072e-14,9.678467e-18,2.997565e-13
122,8.0,1.8490201e-20,4.0187077e-23,8.255064e-18,2.2939528e-15,5.537705e-19,2.4933364e-19,9.828549e-12,1.9827012e-14,1.0,1.5553011e-23,1.9902828e-18
123,8.0,1.12016544e-07,9.999844e-06,5.719252e-05,8.034434e-06,3.7190812e-06,4.959553e-10,6.02842e-10,0.0015404657,0.9983804,2.3048714e-10,1.02871994e-07
124,6.0,2.9116615e-11,6.813307e-13,1.8710632e-15,2.939091e-11,5.945974e-16,6.067031e-12,1.0,9.103372e-11,2.5616242e-11,6.3305017e-10,2.6624486e-11
125,4.0,1.4247647e-17,2.0615473e-16,4.3925537e-17,1.2793995e-16,1.0,7.940209e-11,3.292236e-14,3.6389378e-13,1.8918109e-16,2.1976612e-11,2.4021481e-12
126,9.0,7.6579443e-10,2.0781678e-11,1.5551439e-14,1.5759594e-10,2.9493037e-07,8.232046e-07,8.638969e-06,3.4436518e-09,1.195591e-09,0.9999896,5.686775e-07
127,9.0,6.8044966e-07,2.3976474e-07,2.853224e-11,1.10101716e-07,0.00020180101,1.7766001e-07,8.988038e-05,3.850101e-08,1.3630786e-09,0.99970716,1.1848785e-08
128,4.0,1.3664398e-12,4.2559806e-11,6.985239e-11,6.160063e-16,0.99997234,2.7655167e-05,3.2132303e-16,3.1613874e-16,3.7706942e-13,1.7766102e-09,1.0130165e-08
129,0.0,1.0,1.1492161e-15,3.651049e-13,4.0062338e-15,1.2859646e-18,2.3442864e-17,3.676506e-13,5.3444853e-19,5.0416427e-17,1.03325595e-11,8.793318e-15
130,3.0,6.337539e-11,2.642359e-10,2.3438332e-10,0.9999976,5.890718e-15,7.377844e-11,2.7759087e-08,9.200347e-12,5.959131e-08,1.0552333e-15,2.3183593e-06
131,4.0,3.3613595e-10,1.6470285e-13,2.4331872e-11,3.5686267e-14,0.99999785,5.019507e-09,1.1805716e-14,5.9040777e-09,2.0445435e-13,1.1145882e-13,2.1452e-06
132,6.0,3.4197256e-16,2.1049017e-18,9.261284e-20,2.0230545e-12,9.888243e-17,1.1667868e-10,1.0,4.701387e-18,2.9900748e-12,2.079053e-19,8.235743e-09
133,9.0,1.2712581e-10,4.2723613e-11,1.1228419e-11,2.7922052e-11,2.8434251e-06,7.0995887e-10,1.3960995e-05,1.2951885e-08,3.5295166e-11,0.9990477,0.00093544315
134,0.0,0.9999999,7.971954e-11,4.8926206e-12,2.1352549e-09,7.0791827e-12,1.6547825e-15,2.2719353e-09,4.0993484e-14,2.1798029e-10,7.972137e-11,9.433831e-08
135,3.0,7.4718516e-11,6.6963116e-17,3.1587746e-16,1.0,5.3109054e-21,9.513121e-19,1.1075196e-12,5.3436127e-14,3.8488883e-18,2.5444504e-14,1.931364e-14
136,7.0,2.706851e-09,4.9250565e-11,5.6405255e-14,1.01734844e-13,8.5301633e-07,1.5488613e-17,1.0395978e-11,0.99998295,1.6157e-05,5.187173e-15,7.5861855e-08
137,9.0,2.7361231e-14,1.5551595e-13,1.0971057e-11,2.0762927e-12,2.0779003e-09,3.39014e-13,2.786689e-07,7.851466e-12,7.59099e-14,0.9999993,3.9997616e-07
138,10.0,1.4437825e-17,4.2060687e-20,1.0942917e-14,2.4487325e-19,1.1368006e-07,1.7335914e-08,3.396535e-14,1.7948291e-14,1.0897292e-16,1.2416596e-09,0.9999999
139,6.0,3.561632e-13,1.5036357e-16,3.695238e-15,2.3793645e-10,2.0485262e-16,8.1411023e-19,1.0,2.3619806e-12,6.416364e-09,1.19633265e-14,1.39152485e-08
140,6.0,5.2507183e-12,6.3207343e-12,1.3483344e-15,3.0196092e-11,1.3523399e-18,8.956826e-10,1.0,2.4708766e-12,2.9135763e-12,3.8260746e-14,4.0434198e-15
141,5.0,7.507929e-16,3.5153464e-20,3.527532e-19,1.2410167e-14,4.2816842e-07,0.9999995,5.927309e-09,1.4253323e-13,1.04050824e-10,3.459276e-12,6.4563966e-12
